time,host_id,state
29,host_017,suspicious
29,host_018,compromised
29,host_019,compromised
29,host_020,benign
29,host_021,compromised
29,host_022,compromised
29,host_023,benign
29,host_024,compromised
29,host_025,compromised
29,host_026,benign
29,host_027,compromised
29,host_028,compromised
29,host_029,compromised
29,host_030,suspicious
29,host_031,compromised
29,host_032,compromised
29,host_033,benign
29,host_034,benign
29,host_035,compromised
29,host_036,compromised
29,host_037,benign
29,host_038,compromised
29,host_039,compromised
29,host_040,benign
29,host_041,compromised
29,host_042,suspicious
29,host_043,benign
29,host_044,compromised
29,host_045,compromised
29,host_046,compromised
29,host_047,compromised
29,host_048,compromised
29,host_049,compromised
30,host_000,benign
30,host_001,suspicious
30,host_002,compromised
30,host_003,benign
30,host_004,compromised
30,host_005,benign
30,host_006,suspicious
30,host_007,compromised
30,host_008,compromised
30,host_009,benign
30,host_010,benign
30,host_011,compromised
30,host_012,suspicious
30,host_013,compromised
30,host_014,compromised
30,host_015,suspicious
30,host_016,benign
30,host_017,suspicious
30,host_018,compromised
30,host_019,compromised
30,host_020,benign
30,host_021,compromised
30,host_022,compromised
30,host_023,benign
30,host_024,compromised
30,host_025,compromised
30,host_026,benign
30,host_027,compromised
30,host_028,compromised
30,host_029,compromised
30,host_030,suspicious
30,host_031,compromised
30,host_032,compromised
30,host_033,benign
30,host_034,benign
30,host_035,compromised
30,host_036,compromised
30,host_037,benign
30,host_038,compromised
30,host_039,compromised
30,host_040,benign
30,host_041,compromised
30,host_042,suspicious
30,host_043,benign
30,host_044,compromised
30,host_045,compromised
30,host_046,compromised
30,host_047,compromised
30,host_048,compromised
30,host_049,compromised
31,host_000,benign
31,host_001,compromised
31,host_002,compromised
31,host_003,benign
31,host_004,compromised
31,host_005,benign
31,host_006,suspicious
31,host_007,compromised
31,host_008,compromised
31,host_009,benign
31,host_010,benign
31,host_011,compromised
31,host_012,suspicious
31,host_013,compromised
31,host_014,compromised
31,host_015,suspicious
31,host_016,benign
31,host_017,suspicious
31,host_018,compromised
31,host_019,compromised
31,host_020,benign
31,host_021,compromised
31,host_022,compromised
31,host_023,benign
31,host_024,compromised
31,host_025,compromised
31,host_026,benign
31,host_027,compromised
31,host_028,compromised
31,host_029,compromised
31,host_030,suspicious
31,host_031,compromised
31,host_032,compromised
31,host_033,benign
31,host_034,benign
31,host_035,compromised
31,host_036,compromised
31,host_037,benign
31,host_038,compromised
31,host_039,compromised
31,host_040,benign
31,host_041,compromised
31,host_042,suspicious
31,host_043,benign
31,host_044,compromised
31,host_045,compromised
31,host_046,compromised
31,host_047,compromised
31,host_048,compromised
31,host_049,compromised
32,host_000,benign
32,host_001,compromised
32,host_002,compromised
32,host_003,benign
32,host_004,compromised
32,host_005,benign
32,host_006,suspicious
32,host_007,compromised
32,host_008,compromised
32,host_009,benign
32,host_010,benign
32,host_011,compromised
32,host_012,suspicious
32,host_013,compromised
32,host_014,compromised
32,host_015,suspicious
32,host_016,benign
32,host_017,compromised
32,host_018,compromised
32,host_019,compromised
32,host_020,benign
32,host_021,compromised
32,host_022,compromised
32,host_023,benign
32,host_024,compromised
32,host_025,compromised
32,host_026,benign
32,host_027,compromised
32,host_028,compromised
32,host_029,compromised
32,host_030,suspicious
32,host_031,compromised
32,host_032,compromised
32,host_033,benign
32,host_034,benign
32,host_035,compromised
32,host_036,compromised
32,host_037,benign
32,host_038,compromised
32,host_039,compromised
32,host_040,benign
32,host_041,compromised
32,host_042,suspicious
32,host_043,benign
32,host_044,compromised
32,host_045,compromised
32,host_046,compromised
32,host_047,compromised
32,host_048,compromised
32,host_049,compromised
33,host_000,benign
33,host_001,compromised
33,host_002,compromised
33,host_003,benign
33,host_004,compromised
33,host_005,benign
33,host_006,suspicious
33,host_007,compromised
33,host_008,compromised
33,host_009,benign
33,host_010,benign
33,host_011,compromised
33,host_012,suspicious
33,host_013,compromised
33,host_014,compromised
33,host_015,suspicious
33,host_016,benign
33,host_017,compromised
33,host_018,compromised
33,host_019,compromised
33,host_020,benign
33,host_021,compromised
33,host_022,compromised
33,host_023,benign
33,host_024,compromised
33,host_025,compromised
33,host_026,benign
33,host_027,compromised
33,host_028,compromised
33,host_029,compromised
33,host_030,suspicious
33,host_031,compromised
33,host_032,compromised
33,host_033,benign
33,host_034,benign
33,host_035,compromised
33,host_036,compromised
33,host_037,benign
33,host_038,compromised
33,host_039,compromised
33,host_040,benign
33,host_041,compromised
33,host_042,suspicious
33,host_043,benign
33,host_044,compromised
33,host_045,compromised
33,host_046,compromised
33,host_047,compromised
33,host_048,compromised
33,host_049,compromised
34,host_000,benign
34,host_001,compromised
34,host_002,compromised
34,host_003,benign
34,host_004,compromised
34,host_005,benign
34,host_006,compromised
34,host_007,compromised
34,host_008,compromised
34,host_009,benign
34,host_010,benign
34,host_011,compromised
34,host_012,suspicious
34,host_013,compromised
34,host_014,compromised
34,host_015,compromised
34,host_016,benign
34,host_017,compromised
34,host_018,compromised
34,host_019,compromised
34,host_020,benign
34,host_021,compromised
34,host_022,compromised
34,host_023,benign
34,host_024,compromised
34,host_025,compromised
34,host_026,benign
34,host_027,compromised
34,host_028,compromised
34,host_029,compromised
34,host_030,suspicious
34,host_031,compromised
34,host_032,compromised
34,host_033,benign
34,host_034,suspicious
34,host_035,compromised
34,host_036,compromised
34,host_037,benign
34,host_038,compromised
34,host_039,compromised
34,host_040,benign
34,host_041,compromised
34,host_042,suspicious
34,host_043,benign
34,host_044,compromised
34,host_045,compromised
34,host_046,compromised
34,host_047,compromised
34,host_048,compromised
34,host_049,compromised
35,host_000,benign
35,host_001,compromised
35,host_002,compromised
35,host_003,benign
35,host_004,compromised
35,host_005,benign
35,host_006,compromised
35,host_007,compromised
35,host_008,compromised
35,host_009,benign
35,host_010,benign
35,host_011,compromised
35,host_012,suspicious
35,host_013,compromised
35,host_014,compromised
35,host_015,compromised
35,host_016,benign
35,host_017,compromised
35,host_018,compromised
35,host_019,compromised
35,host_020,benign
35,host_021,compromised
35,host_022,compromised
35,host_023,benign
35,host_024,compromised
35,host_025,compromised
35,host_026,benign
35,host_027,compromised
35,host_028,compromised
35,host_029,compromised
35,host_030,suspicious
35,host_031,compromised
35,host_032,compromised
35,host_033,benign
35,host_034,suspicious
35,host_035,compromised
35,host_036,compromised
35,host_037,benign
35,host_038,compromised
35,host_039,compromised
35,host_040,benign
35,host_041,compromised
35,host_042,suspicious
35,host_043,benign
35,host_044,compromised
35,host_045,compromised
35,host_046,compromised
35,host_047,compromised
35,host_048,compromised
35,host_049,compromised
36,host_000,benign
36,host_001,compromised
36,host_002,compromised
36,host_003,benign
36,host_004,compromised
36,host_005,benign
36,host_006,compromised
36,host_007,compromised
36,host_008,compromised
36,host_009,benign
36,host_010,benign
36,host_011,compromised
36,host_012,suspicious
36,host_013,compromised
36,host_014,compromised
36,host_015,compromised
36,host_016,benign
36,host_017,compromised
36,host_018,compromised
36,host_019,compromised
36,host_020,benign
36,host_021,compromised
36,host_022,compromised
36,host_023,benign
36,host_024,compromised
36,host_025,compromised
36,host_026,benign
36,host_027,compromised
36,host_028,compromised
36,host_029,compromised
36,host_030,suspicious
36,host_031,compromised
36,host_032,compromised
36,host_033,benign
36,host_034,suspicious
36,host_035,compromised
36,host_036,compromised
36,host_037,benign
36,host_038,compromised
36,host_039,compromised
36,host_040,benign
36,host_041,compromised
36,host_042,suspicious
36,host_043,benign
36,host_044,compromised
36,host_045,compromised
36,host_046,compromised
36,host_047,compromised
36,host_048,compromised
36,host_049,compromised
37,host_000,benign
37,host_001,compromised
37,host_002,compromised
37,host_003,benign
37,host_004,compromised
37,host_005,benign
37,host_006,compromised
37,host_007,compromised
37,host_008,compromised
37,host_009,benign
37,host_010,benign
37,host_011,compromised
37,host_012,compromised
37,host_013,compromised
37,host_014,compromised
37,host_015,compromised
37,host_016,benign
37,host_017,compromised
37,host_018,compromised
37,host_019,compromised
37,host_020,benign
37,host_021,compromised
37,host_022,compromised
37,host_023,benign
37,host_024,compromised
37,host_025,compromised
37,host_026,benign
37,host_027,compromised
37,host_028,compromised
37,host_029,compromised
37,host_030,compromised
37,host_031,compromised
37,host_032,compromised
37,host_033,benign
37,host_034,suspicious
37,host_035,compromised
37,host_036,compromised
37,host_037,benign
37,host_038,compromised
37,host_039,compromised
37,host_040,benign
37,host_041,compromised
37,host_042,suspicious
37,host_043,benign
37,host_044,compromised
37,host_045,compromised
37,host_046,compromised
37,host_047,compromised
37,host_048,compromised
37,host_049,compromised
38,host_000,suspicious
38,host_001,compromised
38,host_002,compromised
38,host_003,benign
38,host_004,compromised
38,host_005,benign
38,host_006,compromised
38,host_007,compromised
38,host_008,compromised
38,host_009,benign
38,host_010,benign
38,host_011,compromised
38,host_012,compromised
38,host_013,compromised
38,host_014,compromised
38,host_015,compromised
38,host_016,benign
38,host_017,compromised
38,host_018,compromised
38,host_019,compromised
38,host_020,benign
38,host_021,compromised
38,host_022,compromised
38,host_023,benign
38,host_024,compromised
38,host_025,compromised
38,host_026,benign
38,host_027,compromised
38,host_028,compromised
38,host_029,compromised
38,host_030,compromised
38,host_031,compromised
38,host_032,compromised
38,host_033,benign
38,host_034,suspicious
38,host_035,compromised
38,host_036,compromised
38,host_037,benign
38,host_038,compromised
38,host_039,compromised
38,host_040,benign
38,host_041,compromised
38,host_042,suspicious
38,host_043,benign
38,host_044,compromised
38,host_045,compromised
38,host_046,compromised
38,host_047,compromised
38,host_048,compromised
38,host_049,compromised
39,host_000,suspicious
39,host_001,compromised
39,host_002,compromised
39,host_003,benign
39,host_004,compromised
39,host_005,benign
39,host_006,compromised
39,host_007,compromised
39,host_008,compromised
39,host_009,benign
39,host_010,benign
39,host_011,compromised
39,host_012,compromised
39,host_013,compromised
39,host_014,compromised
39,host_015,compromised
39,host_016,benign
39,host_017,compromised
39,host_018,compromised
39,host_019,compromised
39,host_020,benign
39,host_021,compromised
39,host_022,compromised
39,host_023,benign
39,host_024,compromised
39,host_025,compromised
39,host_026,benign
39,host_027,compromised
39,host_028,compromised
39,host_029,compromised
39,host_030,compromised
39,host_031,compromised
39,host_032,compromised
39,host_033,benign
39,host_034,compromised
39,host_035,compromised
39,host_036,compromised
39,host_037,benign
39,host_038,compromised
39,host_039,compromised
39,host_040,benign
39,host_041,compromised
39,host_042,suspicious
39,host_043,benign
39,host_044,compromised
39,host_045,compromised
39,host_046,compromised
39,host_047,compromised
39,host_048,compromised
39,host_049,compromised
40,host_000,suspicious
40,host_001,compromised
40,host_002,compromised
40,host_003,benign
40,host_004,compromised
40,host_005,benign
40,host_006,compromised
40,host_007,compromised
40,host_008,compromised
40,host_009,benign
40,host_010,benign
40,host_011,compromised
40,host_012,compromised
40,host_013,compromised
40,host_014,compromised
40,host_015,compromised
40,host_016,benign
40,host_017,compromised
40,host_018,compromised
40,host_019,compromised
40,host_020,benign
40,host_021,compromised
40,host_022,compromised
40,host_023,benign
40,host_024,compromised
40,host_025,compromised
40,host_026,benign
40,host_027,compromised
40,host_028,compromised
40,host_029,compromised
40,host_030,compromised
40,host_031,compromised
40,host_032,compromised
40,host_033,benign
40,host_034,compromised
40,host_035,compromised
40,host_036,compromised
40,host_037,benign
40,host_038,compromised
40,host_039,compromised
40,host_040,benign
40,host_041,compromised
40,host_042,suspicious
40,host_043,benign
40,host_044,compromised
40,host_045,compromised
40,host_046,compromised
40,host_047,compromised
40,host_048,compromised
40,host_049,compromised
41,host_000,suspicious
41,host_001,compromised
41,host_002,compromised
41,host_003,suspicious
41,host_004,compromised
41,host_005,benign
41,host_006,compromised
41,host_007,compromised
41,host_008,compromised
41,host_009,benign
41,host_010,benign
41,host_011,compromised
41,host_012,compromised
41,host_013,compromised
41,host_014,compromised
41,host_015,compromised
41,host_016,benign
41,host_017,compromised
41,host_018,compromised
41,host_019,compromised
41,host_020,benign
41,host_021,compromised
41,host_022,compromised
41,host_023,benign
41,host_024,compromised
41,host_025,compromised
41,host_026,benign
41,host_027,compromised
41,host_028,compromised
41,host_029,compromised
41,host_030,compromised
41,host_031,compromised
41,host_032,compromised
41,host_033,benign
41,host_034,compromised
41,host_035,compromised
41,host_036,compromised
41,host_037,benign
41,host_038,compromised
41,host_039,compromised
41,host_040,benign
41,host_041,compromised
41,host_042,suspicious
41,host_043,benign
41,host_044,compromised
41,host_045,compromised
41,host_046,compromised
41,host_047,compromised
41,host_048,compromised
41,host_049,compromised
42,host_000,compromised
42,host_001,compromised
42,host_002,compromised
42,host_003,suspicious
42,host_004,compromised
42,host_005,benign
42,host_006,compromised
42,host_007,compromised
42,host_008,compromised
42,host_009,benign
42,host_010,suspicious
42,host_011,compromised
42,host_012,compromised
42,host_013,compromised
42,host_014,compromised
42,host_015,compromised
42,host_016,benign
42,host_017,compromised
42,host_018,compromised
42,host_019,compromised
42,host_020,benign
42,host_021,compromised
42,host_022,compromised
42,host_023,benign
42,host_024,compromised
42,host_025,compromised
42,host_026,benign
42,host_027,compromised
42,host_028,compromised
42,host_029,compromised
42,host_030,compromised
42,host_031,compromised
42,host_032,compromised
42,host_033,benign
42,host_034,compromised
42,host_035,compromised
42,host_036,compromised
42,host_037,benign
42,host_038,compromised
42,host_039,compromised
42,host_040,benign
42,host_041,compromised
42,host_042,suspicious
42,host_043,benign
42,host_044,compromised
42,host_045,compromised
42,host_046,compromised
42,host_047,compromised
42,host_048,compromised
42,host_049,compromised
43,host_000,compromised
43,host_001,compromised
43,host_002,compromised
43,host_003,suspicious
43,host_004,compromised
43,host_005,benign
43,host_006,compromised
43,host_007,compromised
43,host_008,compromised
43,host_009,benign
43,host_010,compromised
43,host_011,compromised
43,host_012,compromised
43,host_013,compromised
43,host_014,compromised
43,host_015,compromised
43,host_016,benign
43,host_017,compromised
43,host_018,compromised
43,host_019,compromised
43,host_020,benign
43,host_021,compromised
43,host_022,compromised
43,host_023,benign
43,host_024,compromised
43,host_025,compromised
43,host_026,benign
43,host_027,compromised
43,host_028,compromised
43,host_029,compromised
43,host_030,compromised
43,host_031,compromised
43,host_032,compromised
43,host_033,benign
43,host_034,compromised
43,host_035,compromised
43,host_036,compromised
43,host_037,benign
43,host_038,compromised
43,host_039,compromised
43,host_040,benign
43,host_041,compromised
43,host_042,suspicious
43,host_043,benign
43,host_044,compromised
43,host_045,compromised
43,host_046,compromised
43,host_047,compromised
43,host_048,compromised
43,host_049,compromised
44,host_000,compromised
44,host_001,compromised
44,host_002,compromised
44,host_003,suspicious
44,host_004,compromised
44,host_005,benign
44,host_006,compromised
44,host_007,compromised
44,host_008,compromised
44,host_009,benign
44,host_010,compromised
44,host_011,compromised
44,host_012,compromised
44,host_013,compromised
44,host_014,compromised
44,host_015,compromised
44,host_016,benign
44,host_017,compromised
44,host_018,compromised
44,host_019,compromised
44,host_020,benign
44,host_021,compromised
44,host_022,compromised
44,host_023,benign
44,host_024,compromised
44,host_025,compromised
44,host_026,benign
44,host_027,compromised
44,host_028,compromised
44,host_029,compromised
44,host_030,compromised
44,host_031,compromised
44,host_032,compromised
44,host_033,benign
44,host_034,compromised
44,host_035,compromised
44,host_036,compromised
44,host_037,benign
44,host_038,compromised
44,host_039,compromised
44,host_040,benign
44,host_041,compromised
44,host_042,suspicious
44,host_043,benign
44,host_044,compromised
44,host_045,compromised
44,host_046,compromised
44,host_047,compromised
44,host_048,compromised
44,host_049,compromised
45,host_000,compromised
45,host_001,compromised
45,host_002,compromised
45,host_003,suspicious
45,host_004,compromised
45,host_005,benign
45,host_006,compromised
45,host_007,compromised
45,host_008,compromised
45,host_009,benign
45,host_010,compromised
45,host_011,compromised
45,host_012,compromised
45,host_013,compromised
45,host_014,compromised
45,host_015,compromised
45,host_016,benign
45,host_017,compromised
45,host_018,compromised
45,host_019,compromised
45,host_020,benign
45,host_021,compromised
45,host_022,compromised
45,host_023,benign
45,host_024,compromised
45,host_025,compromised
45,host_026,benign
45,host_027,compromised
45,host_028,compromised
45,host_029,compromised
45,host_030,compromised
45,host_031,compromised
45,host_032,compromised
45,host_033,benign
45,host_034,compromised
45,host_035,compromised
45,host_036,compromised
45,host_037,benign
45,host_038,compromised
45,host_039,compromised
45,host_040,benign
45,host_041,compromised
45,host_042,suspicious
45,host_043,benign
45,host_044,compromised
45,host_045,compromised
45,host_046,compromised
45,host_047,compromised
45,host_048,compromised
45,host_049,compromised
46,host_000,compromised
46,host_001,compromised
46,host_002,compromised
46,host_003,suspicious
46,host_004,compromised
46,host_005,benign
46,host_006,compromised
46,host_007,compromised
46,host_008,compromised
46,host_009,benign
46,host_010,compromised
46,host_011,compromised
46,host_012,compromised
46,host_013,compromised
46,host_014,compromised
46,host_015,compromised
46,host_016,benign
46,host_017,compromised
46,host_018,compromised
46,host_019,compromised
46,host_020,benign
46,host_021,compromised
46,host_022,compromised
46,host_023,benign
46,host_024,compromised
46,host_025,compromised
46,host_026,benign
46,host_027,compromised
46,host_028,compromised
46,host_029,compromised
46,host_030,compromised
46,host_031,compromised
46,host_032,compromised
46,host_033,benign
46,host_034,compromised
46,host_035,compromised
46,host_036,compromised
46,host_037,benign
46,host_038,compromised
46,host_039,compromised
46,host_040,benign
46,host_041,compromised
46,host_042,suspicious
46,host_043,benign
46,host_044,compromised
46,host_045,compromised
46,host_046,compromised
46,host_047,compromised
46,host_048,compromised
46,host_049,compromised
47,host_000,compromised
47,host_001,compromised
47,host_002,compromised
47,host_003,suspicious
47,host_004,compromised
47,host_005,benign
47,host_006,compromised
47,host_007,compromised
47,host_008,compromised
47,host_009,benign
47,host_010,compromised
47,host_011,compromised
47,host_012,compromised
47,host_013,compromised
47,host_014,compromised
47,host_015,compromised
47,host_016,benign
47,host_017,compromised
47,host_018,compromised
47,host_019,compromised
47,host_020,benign
47,host_021,compromised
47,host_022,compromised
47,host_023,benign
47,host_024,compromised
47,host_025,compromised
47,host_026,benign
47,host_027,compromised
47,host_028,compromised
47,host_029,compromised
47,host_030,compromised
47,host_031,compromised
47,host_032,compromised
47,host_033,benign
47,host_034,compromised
47,host_035,compromised
47,host_036,compromised
47,host_037,benign
47,host_038,compromised
47,host_039,compromised
47,host_040,benign
47,host_041,compromised
47,host_042,suspicious
47,host_043,benign
47,host_044,compromised
47,host_045,compromised
47,host_046,compromised
47,host_047,compromised
47,host_048,compromised
47,host_049,compromised
48,host_000,compromised
48,host_001,compromised
48,host_002,compromised
48,host_003,suspicious
48,host_004,compromised
48,host_005,benign
48,host_006,compromised
48,host_007,compromised
48,host_008,compromised
48,host_009,benign
48,host_010,compromised
48,host_011,compromised
48,host_012,compromised
48,host_013,compromised
48,host_014,compromised
48,host_015,compromised
48,host_016,benign
48,host_017,compromised
48,host_018,compromised
48,host_019,compromised
48,host_020,benign
48,host_021,compromised
48,host_022,compromised
48,host_023,benign
48,host_024,compromised
48,host_025,compromised
48,host_026,benign
48,host_027,compromised
48,host_028,compromised
48,host_029,compromised
48,host_030,compromised
48,host_031,compromised
48,host_032,compromised
48,host_033,benign
48,host_034,compromised
48,host_035,compromised
48,host_036,compromised
48,host_037,benign
48,host_038,compromised
48,host_039,compromised
48,host_040,benign
48,host_041,compromised
48,host_042,suspicious
48,host_043,benign
48,host_044,compromised
48,host_045,compromised
48,host_046,compromised
48,host_047,compromised
48,host_048,compromised
48,host_049,compromised
49,host_000,compromised
49,host_001,compromised
49,host_002,compromised
49,host_003,suspicious
49,host_004,compromised
49,host_005,benign
49,host_006,compromised
49,host_007,compromised
49,host_008,compromised
49,host_009,benign
49,host_010,compromised
49,host_011,compromised
49,host_012,compromised
49,host_013,compromised
49,host_014,compromised
49,host_015,compromised
49,host_016,benign
49,host_017,compromised
49,host_018,compromised
49,host_019,compromised
49,host_020,benign
49,host_021,compromised
49,host_022,compromised
49,host_023,benign
49,host_024,compromised
49,host_025,compromised
49,host_026,benign
49,host_027,compromised
49,host_028,compromised
49,host_029,compromised
49,host_030,compromised
49,host_031,compromised
49,host_032,compromised
49,host_033,benign
49,host_034,compromised
49,host_035,compromised
49,host_036,compromised
49,host_037,benign
49,host_038,compromised
49,host_039,compromised
49,host_040,suspicious
49,host_041,compromised
49,host_042,suspicious
49,host_043,suspicious
49,host_044,compromised
49,host_045,compromised
49,host_046,compromised
49,host_047,compromised
49,host_048,compromised
49,host_049,compromised
50,host_000,compromised
50,host_001,compromised
50,host_002,compromised
50,host_003,suspicious
50,host_004,compromised
50,host_005,suspicious
50,host_006,compromised
50,host_007,compromised
50,host_008,compromised
50,host_009,benign
50,host_010,compromised
50,host_011,compromised
50,host_012,compromised
50,host_013,compromised
50,host_014,compromised
50,host_015,compromised
50,host_016,benign
50,host_017,compromised
50,host_018,compromised
50,host_019,compromised
50,host_020,benign
50,host_021,compromised
50,host_022,compromised
50,host_023,benign
50,host_024,compromised
50,host_025,compromised
50,host_026,suspicious
50,host_027,compromised
50,host_028,compromised
50,host_029,compromised
50,host_030,compromised
50,host_031,compromised
50,host_032,compromised
50,host_033,benign
50,host_034,compromised
50,host_035,compromised
50,host_036,compromised
50,host_037,benign
50,host_038,compromised
50,host_039,compromised
50,host_040,suspicious
50,host_041,compromised
50,host_042,suspicious
50,host_043,suspicious
50,host_044,compromised
50,host_045,compromised
50,host_046,compromised
50,host_047,compromised
50,host_048,compromised
50,host_049,compromised
51,host_000,compromised
51,host_001,compromised
51,host_002,compromised
51,host_003,suspicious
51,host_004,compromised
51,host_005,suspicious
51,host_006,compromised
51,host_007,compromised
51,host_008,compromised
51,host_009,benign
51,host_010,compromised
51,host_011,compromised
51,host_012,compromised
51,host_013,compromised
51,host_014,compromised
51,host_015,compromised
51,host_016,benign
51,host_017,compromised
51,host_018,compromised
51,host_019,compromised
51,host_020,benign
51,host_021,compromised
51,host_022,compromised
51,host_023,benign
51,host_024,compromised
51,host_025,compromised
51,host_026,suspicious
51,host_027,compromised
51,host_028,compromised
51,host_029,compromised
51,host_030,compromised
51,host_031,compromised
51,host_032,compromised
51,host_033,benign
51,host_034,compromised
51,host_035,compromised
51,host_036,compromised
51,host_037,benign
51,host_038,compromised
51,host_039,compromised
51,host_040,suspicious
51,host_041,compromised
51,host_042,suspicious
51,host_043,compromised
51,host_044,compromised
51,host_045,compromised
51,host_046,compromised
51,host_047,compromised
51,host_048,compromised
51,host_049,compromised
52,host_000,compromised
52,host_001,compromised
52,host_002,compromised
52,host_003,suspicious
52,host_004,compromised
52,host_005,suspicious
52,host_006,compromised
52,host_007,compromised
52,host_008,compromised
52,host_009,benign
52,host_010,compromised
52,host_011,compromised
52,host_012,compromised
52,host_013,compromised
52,host_014,compromised
52,host_015,compromised
52,host_016,benign
52,host_017,compromised
52,host_018,compromised
52,host_019,compromised
52,host_020,benign
52,host_021,compromised
52,host_022,compromised
52,host_023,benign
52,host_024,compromised
52,host_025,compromised
52,host_026,compromised
52,host_027,compromised
52,host_028,compromised
52,host_029,compromised
52,host_030,compromised
52,host_031,compromised
52,host_032,compromised
52,host_033,benign
52,host_034,compromised
52,host_035,compromised
52,host_036,compromised
52,host_037,benign
52,host_038,compromised
52,host_039,compromised
52,host_040,suspicious
52,host_041,compromised
52,host_042,suspicious
52,host_043,compromised
52,host_044,compromised
52,host_045,compromised
52,host_046,compromised
52,host_047,compromised
52,host_048,compromised
52,host_049,compromised
53,host_000,compromised
53,host_001,compromised
53,host_002,compromised
53,host_003,suspicious
53,host_004,compromised
53,host_005,suspicious
53,host_006,compromised
53,host_007,compromised
53,host_008,compromised
53,host_009,benign
53,host_010,compromised
53,host_011,compromised
53,host_012,compromised
53,host_013,compromised
53,host_014,compromised
53,host_015,compromised
53,host_016,benign
53,host_017,compromised
53,host_018,compromised
53,host_019,compromised
53,host_020,benign
53,host_021,compromised
53,host_022,compromised
53,host_023,suspicious
53,host_024,compromised
53,host_025,compromised
53,host_026,compromised
53,host_027,compromised
53,host_028,compromised
53,host_029,compromised
53,host_030,compromised
53,host_031,compromised
53,host_032,compromised
53,host_033,benign
53,host_034,compromised
53,host_035,compromised
53,host_036,compromised
53,host_037,benign
53,host_038,compromised
53,host_039,compromised
53,host_040,suspicious
53,host_041,compromised
53,host_042,suspicious
53,host_043,compromised
53,host_044,compromised
53,host_045,compromised
53,host_046,compromised
53,host_047,compromised
53,host_048,compromised
53,host_049,compromised
54,host_000,compromised
54,host_001,compromised
54,host_002,compromised
54,host_003,compromised
54,host_004,compromised
54,host_005,suspicious
54,host_006,compromised
54,host_007,compromised
54,host_008,compromised
54,host_009,benign
54,host_010,compromised
54,host_011,compromised
54,host_012,compromised
54,host_013,compromised
54,host_014,compromised
54,host_015,compromised
54,host_016,benign
54,host_017,compromised
54,host_018,compromised
54,host_019,compromised
54,host_020,benign
54,host_021,compromised
54,host_022,compromised
54,host_023,suspicious
54,host_024,compromised
54,host_025,compromised
54,host_026,compromised
54,host_027,compromised
54,host_028,compromised
54,host_029,compromised
54,host_030,compromised
54,host_031,compromised
54,host_032,compromised
54,host_033,benign
54,host_034,compromised
54,host_035,compromised
54,host_036,compromised
54,host_037,benign
54,host_038,compromised
54,host_039,compromised
54,host_040,compromised
54,host_041,compromised
54,host_042,suspicious
54,host_043,compromised
54,host_044,compromised
54,host_045,compromised
54,host_046,compromised
54,host_047,compromised
54,host_048,compromised
54,host_049,compromised
55,host_000,compromised
55,host_001,compromised
55,host_002,compromised
55,host_003,compromised
55,host_004,compromised
55,host_005,suspicious
55,host_006,compromised
55,host_007,compromised
55,host_008,compromised
55,host_009,benign
55,host_010,compromised
55,host_011,compromised
55,host_012,compromised
55,host_013,compromised
55,host_014,compromised
55,host_015,compromised
55,host_016,benign
55,host_017,compromised
55,host_018,compromised
55,host_019,compromised
55,host_020,benign
55,host_021,compromised
55,host_022,compromised
55,host_023,suspicious
55,host_024,compromised
55,host_025,compromised
55,host_026,compromised
55,host_027,compromised
55,host_028,compromised
55,host_029,compromised
55,host_030,compromised
55,host_031,compromised
55,host_032,compromised
55,host_033,benign
55,host_034,compromised
55,host_035,compromised
55,host_036,compromised
55,host_037,benign
55,host_038,compromised
55,host_039,compromised
55,host_040,compromised
55,host_041,compromised
55,host_042,suspicious
55,host_043,compromised
55,host_044,compromised
55,host_045,compromised
55,host_046,compromised
55,host_047,compromised
55,host_048,compromised
55,host_049,compromised
56,host_000,compromised
56,host_001,compromised
56,host_002,compromised
56,host_003,compromised
56,host_004,compromised
56,host_005,compromised
56,host_006,compromised
56,host_007,compromised
56,host_008,compromised
56,host_009,benign
56,host_010,compromised
56,host_011,compromised
56,host_012,compromised
56,host_013,compromised
56,host_014,compromised
56,host_015,compromised
56,host_016,suspicious
56,host_017,compromised
56,host_018,compromised
56,host_019,compromised
56,host_020,benign
56,host_021,compromised
56,host_022,compromised
56,host_023,suspicious
56,host_024,compromised
56,host_025,compromised
56,host_026,compromised
56,host_027,compromised
56,host_028,compromised
56,host_029,compromised
56,host_030,compromised
56,host_031,compromised
56,host_032,compromised
56,host_033,benign
56,host_034,compromised
56,host_035,compromised
56,host_036,compromised
56,host_037,benign
56,host_038,compromised
56,host_039,compromised
56,host_040,compromised
56,host_041,compromised
56,host_042,suspicious
56,host_043,compromised
56,host_044,compromised
56,host_045,compromised
56,host_046,compromised
56,host_047,compromised
56,host_048,compromised
56,host_049,compromised
57,host_000,compromised
57,host_001,compromised
57,host_002,compromised
57,host_003,compromised
57,host_004,compromised
57,host_005,compromised
57,host_006,compromised
57,host_007,compromised
57,host_008,compromised
57,host_009,benign
57,host_010,compromised
57,host_011,compromised
57,host_012,compromised
57,host_013,compromised
57,host_014,compromised
57,host_015,compromised
57,host_016,compromised
57,host_017,compromised
57,host_018,compromised
57,host_019,compromised
57,host_020,benign
57,host_021,compromised
57,host_022,compromised
57,host_023,compromised
57,host_024,compromised
57,host_025,compromised
57,host_026,compromised
57,host_027,compromised
57,host_028,compromised
57,host_029,compromised
57,host_030,compromised
57,host_031,compromised
57,host_032,compromised
57,host_033,benign
