event_id,time,host_id,event_type,event_score,source_state,is_true_signal
event_000427,33,host_008,auth_alert,0.6884382157369512,compromised,True
event_000428,33,host_011,endpoint_alert,0.6817498628697443,compromised,True
event_000429,33,host_012,endpoint_alert,0.44723730839864617,suspicious,True
event_000430,33,host_013,network_alert,0.6573773899453257,compromised,True
event_000431,33,host_017,endpoint_alert,0.8429008107758705,compromised,True
event_000432,33,host_019,network_alert,0.8225294293569203,compromised,True
event_000433,33,host_021,auth_alert,0.7936991707530486,compromised,True
event_000434,33,host_022,endpoint_alert,0.7290924805815892,compromised,True
event_000435,33,host_024,endpoint_alert,0.9685741155589273,compromised,True
event_000436,33,host_025,endpoint_alert,0.711704978951337,compromised,True
event_000437,33,host_027,endpoint_alert,0.961000672818199,compromised,True
event_000438,33,host_028,endpoint_alert,0.6095152771419697,compromised,True
event_000439,33,host_029,endpoint_alert,0.6117780196228311,compromised,True
event_000440,33,host_035,auth_alert,0.637981705194315,compromised,True
event_000441,33,host_038,endpoint_alert,0.885383326095372,compromised,True
event_000442,33,host_041,endpoint_alert,0.9264071748835037,compromised,True
event_000443,33,host_042,network_alert,0.310406961420628,suspicious,True
event_000444,33,host_044,auth_alert,0.6014797756248303,compromised,True
event_000445,33,host_045,endpoint_alert,0.6630773063650703,compromised,True
event_000446,33,host_046,endpoint_alert,0.8917111924255218,compromised,True
event_000447,33,host_049,endpoint_alert,0.9470609527962663,compromised,True
event_000448,34,host_001,network_alert,0.9612526397584046,compromised,True
event_000449,34,host_002,endpoint_alert,0.7735633273745196,compromised,True
event_000450,34,host_004,auth_alert,0.8333955453465677,compromised,True
event_000451,34,host_007,network_alert,0.9113185665127949,compromised,True
event_000452,34,host_008,network_alert,0.7030323967693344,compromised,True
event_000453,34,host_018,endpoint_alert,0.8129420804677917,compromised,True
event_000454,34,host_019,endpoint_alert,0.6916994484314609,compromised,True
event_000455,34,host_021,network_alert,0.8394577483242661,compromised,True
event_000456,34,host_022,endpoint_alert,0.7764726180005329,compromised,True
event_000457,34,host_025,network_alert,0.888794304368538,compromised,True
event_000458,34,host_028,network_alert,0.8771759746477356,compromised,True
event_000459,34,host_036,network_alert,0.7498818532375859,compromised,True
event_000460,34,host_038,endpoint_alert,0.919464544802829,compromised,True
event_000461,34,host_039,endpoint_alert,0.6934727869124356,compromised,True
event_000462,34,host_044,endpoint_alert,0.8334271031791998,compromised,True
event_000463,34,host_045,endpoint_alert,0.7793146707232059,compromised,True
event_000464,34,host_046,endpoint_alert,0.7794148913878455,compromised,True
event_000465,34,host_049,network_alert,0.9243872542217101,compromised,True
event_000466,35,host_001,endpoint_alert,0.8808854823321546,compromised,True
event_000467,35,host_002,endpoint_alert,0.6969473693019008,compromised,True
event_000468,35,host_011,endpoint_alert,0.9308786818607883,compromised,True
event_000469,35,host_013,endpoint_alert,0.9086728396587087,compromised,True
event_000470,35,host_015,network_alert,0.6873802467710803,compromised,True
event_000471,35,host_017,network_alert,0.6939574978565727,compromised,True
event_000472,35,host_018,auth_alert,0.9270141510039802,compromised,True
event_000473,35,host_019,endpoint_alert,0.9765315416408377,compromised,True
event_000474,35,host_020,endpoint_alert,0.20368671281148373,benign,False
event_000475,35,host_022,endpoint_alert,0.6638164326275682,compromised,True
event_000476,35,host_025,endpoint_alert,0.9393038982378195,compromised,True
event_000477,35,host_026,auth_alert,0.2165126855157643,benign,False
event_000478,35,host_027,endpoint_alert,0.7748142442632208,compromised,True
event_000479,35,host_028,endpoint_alert,0.8685444500990258,compromised,True
event_000480,35,host_029,auth_alert,0.9208752733829179,compromised,True
event_000481,35,host_030,network_alert,0.44422604431034013,suspicious,True
event_000482,35,host_032,auth_alert,0.7888698215626432,compromised,True
event_000483,35,host_046,endpoint_alert,0.6275328899664313,compromised,True
event_000484,35,host_048,endpoint_alert,0.9196256245116421,compromised,True
event_000485,36,host_006,endpoint_alert,0.698702055792922,compromised,True
event_000486,36,host_007,auth_alert,0.6392626859292269,compromised,True
event_000487,36,host_008,endpoint_alert,0.6823207065182315,compromised,True
event_000488,36,host_011,network_alert,0.7464574079477401,compromised,True
event_000489,36,host_013,network_alert,0.9756100172561334,compromised,True
event_000490,36,host_015,endpoint_alert,0.7342500287860397,compromised,True
event_000491,36,host_019,auth_alert,0.8264260212777744,compromised,True
event_000492,36,host_021,endpoint_alert,0.877791351796396,compromised,True
event_000493,36,host_022,auth_alert,0.6170864121495544,compromised,True
event_000494,36,host_025,auth_alert,0.8122962326605213,compromised,True
event_000495,36,host_027,endpoint_alert,0.9508587736778967,compromised,True
event_000496,36,host_028,endpoint_alert,0.6205406384150677,compromised,True
event_000497,36,host_032,endpoint_alert,0.9087562092942266,compromised,True
event_000498,36,host_035,endpoint_alert,0.9140360089896294,compromised,True
event_000499,36,host_038,endpoint_alert,0.7412502787352229,compromised,True
event_000500,36,host_039,network_alert,0.7645393217645292,compromised,True
event_000501,36,host_041,endpoint_alert,0.823372333236231,compromised,True
event_000502,36,host_045,endpoint_alert,0.7639009469760006,compromised,True
event_000503,36,host_047,network_alert,0.9570270394962265,compromised,True
event_000504,36,host_049,network_alert,0.7740010005055264,compromised,True
event_000505,37,host_001,endpoint_alert,0.6396150821864004,compromised,True
event_000506,37,host_002,auth_alert,0.7559677599510697,compromised,True
event_000507,37,host_006,endpoint_alert,0.6076992287175729,compromised,True
event_000508,37,host_007,auth_alert,0.682381775377949,compromised,True
event_000509,37,host_008,endpoint_alert,0.8010349695257782,compromised,True
event_000510,37,host_009,auth_alert,0.07806991568264021,benign,False
event_000511,37,host_011,endpoint_alert,0.6842928548263776,compromised,True
event_000512,37,host_012,network_alert,0.6411570860518178,compromised,True
event_000513,37,host_013,auth_alert,0.9728850791174436,compromised,True
event_000514,37,host_014,endpoint_alert,0.9749453165770412,compromised,True
event_000515,37,host_015,network_alert,0.6775249956905355,compromised,True
event_000516,37,host_017,endpoint_alert,0.9538724648221958,compromised,True
event_000517,37,host_018,network_alert,0.7440675232147884,compromised,True
event_000518,37,host_019,network_alert,0.6218883991440104,compromised,True
event_000519,37,host_021,network_alert,0.6566899898768124,compromised,True
event_000520,37,host_022,endpoint_alert,0.7733739768073191,compromised,True
event_000521,37,host_024,network_alert,0.6130989772764498,compromised,True
event_000522,37,host_027,auth_alert,0.8561748343393911,compromised,True
event_000523,37,host_028,endpoint_alert,0.8599200393532013,compromised,True
event_000524,37,host_029,endpoint_alert,0.8649672724749228,compromised,True
event_000525,37,host_030,endpoint_alert,0.8139915065623416,compromised,True
event_000526,37,host_035,endpoint_alert,0.6042509661730132,compromised,True
event_000527,37,host_039,endpoint_alert,0.7589453813067794,compromised,True
event_000528,37,host_044,network_alert,0.6562198270557903,compromised,True
event_000529,37,host_046,endpoint_alert,0.6596696889869933,compromised,True
event_000530,37,host_047,endpoint_alert,0.9473276240468985,compromised,True
event_000531,38,host_000,endpoint_alert,0.4028601896123106,suspicious,True
event_000532,38,host_001,endpoint_alert,0.7077169090924759,compromised,True
event_000533,38,host_002,auth_alert,0.7782707060494044,compromised,True
event_000534,38,host_004,network_alert,0.7921753857925674,compromised,True
event_000535,38,host_011,auth_alert,0.8303752353910537,compromised,True
event_000536,38,host_012,endpoint_alert,0.6230687301487264,compromised,True
event_000537,38,host_013,auth_alert,0.8319547813847198,compromised,True
event_000538,38,host_017,endpoint_alert,0.7796971292185833,compromised,True
event_000539,38,host_019,network_alert,0.6372703342945543,compromised,True
event_000540,38,host_021,endpoint_alert,0.883356500250914,compromised,True
event_000541,38,host_022,network_alert,0.8241943844523452,compromised,True
event_000542,38,host_024,network_alert,0.7113156444714581,compromised,True
event_000543,38,host_028,network_alert,0.9602961201156369,compromised,True
event_000544,38,host_029,endpoint_alert,0.6891754608754057,compromised,True
event_000545,38,host_030,network_alert,0.7802121809416469,compromised,True
event_000546,38,host_031,endpoint_alert,0.6536899214930982,compromised,True
event_000547,38,host_032,network_alert,0.828918445618296,compromised,True
event_000548,38,host_035,endpoint_alert,0.6874391985417889,compromised,True
event_000549,38,host_038,auth_alert,0.6700378007941458,compromised,True
event_000550,38,host_039,endpoint_alert,0.9512265457980431,compromised,True
event_000551,38,host_041,network_alert,0.9706536430539642,compromised,True
event_000552,38,host_045,network_alert,0.6370669885737333,compromised,True
event_000553,38,host_046,network_alert,0.8335503633159219,compromised,True
event_000554,38,host_047,endpoint_alert,0.6576322093361889,compromised,True
event_000555,38,host_048,endpoint_alert,0.8271561494394145,compromised,True
event_000556,38,host_049,endpoint_alert,0.9354675462149404,compromised,True
event_000557,39,host_001,endpoint_alert,0.669138323005166,compromised,True
event_000558,39,host_004,network_alert,0.9099901724062571,compromised,True
event_000559,39,host_008,endpoint_alert,0.8313469674981258,compromised,True
event_000560,39,host_011,endpoint_alert,0.8967492165916964,compromised,True
event_000561,39,host_013,endpoint_alert,0.7723733878127563,compromised,True
event_000562,39,host_014,network_alert,0.9324327986241405,compromised,True
event_000563,39,host_018,auth_alert,0.6317535722164217,compromised,True
event_000564,39,host_019,endpoint_alert,0.6645774247172056,compromised,True
event_000565,39,host_021,network_alert,0.8891187593220586,compromised,True
event_000566,39,host_022,endpoint_alert,0.7259602429904671,compromised,True
event_000567,39,host_024,network_alert,0.7146814691850255,compromised,True
event_000568,39,host_025,network_alert,0.849450512865149,compromised,True
event_000569,39,host_027,auth_alert,0.8558647568127429,compromised,True
event_000570,39,host_028,endpoint_alert,0.6616283752786382,compromised,True
event_000571,39,host_029,endpoint_alert,0.7725880244468623,compromised,True
event_000572,39,host_030,auth_alert,0.8058606572320267,compromised,True
event_000573,39,host_031,endpoint_alert,0.9586999078277867,compromised,True
event_000574,39,host_032,network_alert,0.6373603046278284,compromised,True
event_000575,39,host_039,endpoint_alert,0.6657490901104528,compromised,True
event_000576,39,host_041,network_alert,0.8430078854864005,compromised,True
event_000577,39,host_045,auth_alert,0.8274408258364411,compromised,True
event_000578,39,host_046,auth_alert,0.6707327265596107,compromised,True
event_000579,39,host_047,auth_alert,0.6216270168088113,compromised,True
event_000580,39,host_049,network_alert,0.966459463165552,compromised,True
event_000581,40,host_000,endpoint_alert,0.5403219556508276,suspicious,True
event_000582,40,host_002,auth_alert,0.6291226913513349,compromised,True
event_000583,40,host_011,auth_alert,0.7927489874731118,compromised,True
event_000584,40,host_013,endpoint_alert,0.6660352173573084,compromised,True
event_000585,40,host_014,auth_alert,0.8762641442653151,compromised,True
event_000586,40,host_017,auth_alert,0.6102051952320426,compromised,True
event_000587,40,host_018,endpoint_alert,0.8461934427363268,compromised,True
event_000588,40,host_019,endpoint_alert,0.6357577365217654,compromised,True
event_000589,40,host_025,network_alert,0.758347559171336,compromised,True
event_000590,40,host_026,auth_alert,0.08284619771024457,benign,False
event_000591,40,host_027,endpoint_alert,0.8664829067015559,compromised,True
event_000592,40,host_029,auth_alert,0.8842026088163065,compromised,True
event_000593,40,host_030,auth_alert,0.7066236758024448,compromised,True
event_000594,40,host_031,endpoint_alert,0.9085106582112825,compromised,True
event_000595,40,host_034,network_alert,0.857326865432063,compromised,True
event_000596,40,host_035,endpoint_alert,0.7837344235813988,compromised,True
event_000597,40,host_036,auth_alert,0.7969556248211628,compromised,True
event_000598,40,host_038,auth_alert,0.9625611460466029,compromised,True
event_000599,40,host_039,endpoint_alert,0.7223906303924937,compromised,True
event_000600,40,host_041,network_alert,0.7139714642146003,compromised,True
event_000601,40,host_042,endpoint_alert,0.438214796716007,suspicious,True
event_000602,40,host_045,network_alert,0.8101449424108742,compromised,True
event_000603,40,host_046,endpoint_alert,0.6141779111131125,compromised,True
event_000604,40,host_048,endpoint_alert,0.8148202878618784,compromised,True
event_000605,40,host_049,auth_alert,0.8645242158929448,compromised,True
event_000606,41,host_000,endpoint_alert,0.43547825336830015,suspicious,True
event_000607,41,host_001,auth_alert,0.8900962916183802,compromised,True
event_000608,41,host_003,network_alert,0.5379050013900415,suspicious,True
event_000609,41,host_004,network_alert,0.8675651783347408,compromised,True
event_000610,41,host_006,endpoint_alert,0.723054260936098,compromised,True
event_000611,41,host_007,endpoint_alert,0.6127717882907753,compromised,True
event_000612,41,host_008,auth_alert,0.6724763197826329,compromised,True
event_000613,41,host_011,auth_alert,0.7646820882545752,compromised,True
event_000614,41,host_012,network_alert,0.8200301111156396,compromised,True
event_000615,41,host_013,endpoint_alert,0.9671928171589591,compromised,True
event_000616,41,host_015,endpoint_alert,0.6100620584958861,compromised,True
event_000617,41,host_017,endpoint_alert,0.9797753916473151,compromised,True
event_000618,41,host_019,auth_alert,0.6096905943048752,compromised,True
event_000619,41,host_021,network_alert,0.9560244852086176,compromised,True
event_000620,41,host_022,endpoint_alert,0.7109198725795949,compromised,True
event_000621,41,host_025,auth_alert,0.718264781497605,compromised,True
event_000622,41,host_026,auth_alert,0.26230427302402304,benign,False
event_000623,41,host_028,network_alert,0.7544708374315019,compromised,True
event_000624,41,host_030,endpoint_alert,0.958775345730977,compromised,True
event_000625,41,host_031,auth_alert,0.6922161363229102,compromised,True
event_000626,41,host_032,endpoint_alert,0.7993736535885572,compromised,True
event_000627,41,host_034,endpoint_alert,0.7292528024016222,compromised,True
event_000628,41,host_036,auth_alert,0.7911381962302887,compromised,True
event_000629,41,host_039,network_alert,0.749229822253151,compromised,True
event_000630,41,host_041,auth_alert,0.7249985871810671,compromised,True
event_000631,41,host_044,endpoint_alert,0.8576182647082973,compromised,True
event_000632,41,host_046,endpoint_alert,0.8223561722236953,compromised,True
event_000633,41,host_047,endpoint_alert,0.7255207965946615,compromised,True
event_000634,41,host_049,auth_alert,0.7675959142766495,compromised,True
event_000635,42,host_001,network_alert,0.6620076996843746,compromised,True
event_000636,42,host_002,endpoint_alert,0.6038491481897543,compromised,True
event_000637,42,host_004,network_alert,0.7089626823721028,compromised,True
event_000638,42,host_007,endpoint_alert,0.8603940242001736,compromised,True
event_000639,42,host_008,network_alert,0.7669233834879868,compromised,True
event_000640,42,host_010,endpoint_alert,0.6896438475922329,suspicious,True
event_000641,42,host_011,network_alert,0.9522335377726733,compromised,True
event_000642,42,host_012,auth_alert,0.8629436974108893,compromised,True
event_000643,42,host_013,auth_alert,0.9170806458174394,compromised,True
event_000644,42,host_014,network_alert,0.9336365347772276,compromised,True
event_000645,42,host_017,endpoint_alert,0.6383083235646764,compromised,True
event_000646,42,host_019,endpoint_alert,0.6206651501833907,compromised,True
event_000647,42,host_021,endpoint_alert,0.8989789505685533,compromised,True
event_000648,42,host_022,network_alert,0.9270917240827496,compromised,True
event_000649,42,host_025,auth_alert,0.8008917190539819,compromised,True
event_000650,42,host_030,endpoint_alert,0.9741508031083533,compromised,True
event_000651,42,host_031,auth_alert,0.8135375509684475,compromised,True
event_000652,42,host_032,endpoint_alert,0.6026924345845802,compromised,True
event_000653,42,host_034,auth_alert,0.6153641339293414,compromised,True
event_000654,42,host_035,network_alert,0.7279349068870015,compromised,True
event_000655,42,host_038,network_alert,0.8629142706734406,compromised,True
event_000656,42,host_039,auth_alert,0.6133344910506671,compromised,True
event_000657,42,host_044,network_alert,0.7714353827242387,compromised,True
event_000658,42,host_046,endpoint_alert,0.8855030348006948,compromised,True
event_000659,42,host_048,endpoint_alert,0.7179377846893878,compromised,True
event_000660,43,host_000,endpoint_alert,0.8098864450914658,compromised,True
event_000661,43,host_001,endpoint_alert,0.764287460651672,compromised,True
event_000662,43,host_006,network_alert,0.9185629646924445,compromised,True
event_000663,43,host_007,endpoint_alert,0.8848971532740743,compromised,True
event_000664,43,host_010,endpoint_alert,0.8235420507499331,compromised,True
event_000665,43,host_011,network_alert,0.8318093132090666,compromised,True
event_000666,43,host_012,network_alert,0.872481647247407,compromised,True
event_000667,43,host_014,network_alert,0.7573304812102977,compromised,True
event_000668,43,host_015,auth_alert,0.8450517835775876,compromised,True
event_000669,43,host_017,endpoint_alert,0.9077758600104492,compromised,True
event_000670,43,host_019,network_alert,0.8687615337942295,compromised,True
event_000671,43,host_024,auth_alert,0.8064735386210279,compromised,True
event_000672,43,host_028,endpoint_alert,0.7922664790655898,compromised,True
event_000673,43,host_029,auth_alert,0.6583407517369596,compromised,True
event_000674,43,host_031,auth_alert,0.6062666784115069,compromised,True
event_000675,43,host_032,auth_alert,0.8679478594797043,compromised,True
event_000676,43,host_034,endpoint_alert,0.6586889645244467,compromised,True
event_000677,43,host_035,network_alert,0.8067572747632781,compromised,True
event_000678,43,host_038,endpoint_alert,0.7824304285739263,compromised,True
event_000679,43,host_044,endpoint_alert,0.7111377278264942,compromised,True
event_000680,43,host_046,network_alert,0.8366227108552966,compromised,True
event_000681,43,host_047,network_alert,0.7914945264834891,compromised,True
event_000682,43,host_049,network_alert,0.9086324097034529,compromised,True
event_000683,44,host_001,network_alert,0.7165741517593379,compromised,True
event_000684,44,host_003,auth_alert,0.4782930653438931,suspicious,True
event_000685,44,host_004,endpoint_alert,0.9116398030178052,compromised,True
event_000686,44,host_007,network_alert,0.9009688322753138,compromised,True
event_000687,44,host_008,network_alert,0.9477525934231377,compromised,True
event_000688,44,host_010,endpoint_alert,0.8961558670186061,compromised,True
event_000689,44,host_011,network_alert,0.7246670341731576,compromised,True
event_000690,44,host_013,auth_alert,0.9791166700005325,compromised,True
event_000691,44,host_017,endpoint_alert,0.6494094981068032,compromised,True
event_000692,44,host_018,endpoint_alert,0.9555093255609415,compromised,True
event_000693,44,host_019,auth_alert,0.6936608241717022,compromised,True
event_000694,44,host_021,endpoint_alert,0.7244545897589967,compromised,True
event_000695,44,host_022,network_alert,0.8289715708997668,compromised,True
event_000696,44,host_024,auth_alert,0.7218219437309643,compromised,True
event_000697,44,host_027,endpoint_alert,0.9174949542237778,compromised,True
event_000698,44,host_029,network_alert,0.8555270374423803,compromised,True
event_000699,44,host_030,auth_alert,0.6404276995447149,compromised,True
event_000700,44,host_032,endpoint_alert,0.8238279119458827,compromised,True
event_000701,44,host_035,network_alert,0.803063808440172,compromised,True
event_000702,44,host_036,auth_alert,0.9100166750241102,compromised,True
event_000703,44,host_038,network_alert,0.7330164245017319,compromised,True
event_000704,44,host_039,endpoint_alert,0.9264878219048209,compromised,True
event_000705,44,host_041,endpoint_alert,0.6771968385636108,compromised,True
event_000706,44,host_044,endpoint_alert,0.934197405124153,compromised,True
event_000707,44,host_045,endpoint_alert,0.9451713567058065,compromised,True
event_000708,44,host_048,endpoint_alert,0.6802639778864267,compromised,True
event_000709,44,host_049,endpoint_alert,0.8188122099267331,compromised,True
event_000710,45,host_000,endpoint_alert,0.7125767994441361,compromised,True
event_000711,45,host_001,network_alert,0.933759597739666,compromised,True
event_000712,45,host_002,endpoint_alert,0.7057016678790619,compromised,True
event_000713,45,host_003,endpoint_alert,0.3684013932944601,suspicious,True
event_000714,45,host_004,endpoint_alert,0.6700992019880603,compromised,True
event_000715,45,host_006,network_alert,0.8337515241956002,compromised,True
event_000716,45,host_007,auth_alert,0.828103846928611,compromised,True
event_000717,45,host_008,endpoint_alert,0.8857411931432623,compromised,True
event_000718,45,host_010,auth_alert,0.6094155925614068,compromised,True
event_000719,45,host_011,network_alert,0.6927438559414123,compromised,True
event_000720,45,host_012,endpoint_alert,0.6231153496505173,compromised,True
event_000721,45,host_013,endpoint_alert,0.8546354061764567,compromised,True
event_000722,45,host_014,network_alert,0.9296871889178131,compromised,True
event_000723,45,host_024,endpoint_alert,0.9233940551329877,compromised,True
event_000724,45,host_025,network_alert,0.9037547385217127,compromised,True
event_000725,45,host_027,network_alert,0.8876294091060447,compromised,True
event_000726,45,host_030,endpoint_alert,0.6635706667936071,compromised,True
event_000727,45,host_032,network_alert,0.9024021018260188,compromised,True
event_000728,45,host_034,auth_alert,0.9254684803426049,compromised,True
event_000729,45,host_035,auth_alert,0.8724673996498977,compromised,True
event_000730,45,host_036,network_alert,0.7176372786913906,compromised,True
event_000731,45,host_038,endpoint_alert,0.7712802833709491,compromised,True
event_000732,45,host_041,endpoint_alert,0.705695763278589,compromised,True
event_000733,45,host_045,auth_alert,0.6945023446993887,compromised,True
event_000734,45,host_046,network_alert,0.7947701067656201,compromised,True
event_000735,45,host_047,endpoint_alert,0.8396456798611217,compromised,True
event_000736,46,host_008,network_alert,0.9545324101267231,compromised,True
event_000737,46,host_010,network_alert,0.9648858817187278,compromised,True
event_000738,46,host_011,endpoint_alert,0.8652949636373255,compromised,True
event_000739,46,host_012,endpoint_alert,0.6088506028017834,compromised,True
event_000740,46,host_013,endpoint_alert,0.8481742251955894,compromised,True
event_000741,46,host_014,network_alert,0.7578069372207408,compromised,True
event_000742,46,host_015,auth_alert,0.678519333899907,compromised,True
event_000743,46,host_017,auth_alert,0.6598300912927728,compromised,True
event_000744,46,host_019,network_alert,0.9033039507309775,compromised,True
event_000745,46,host_021,endpoint_alert,0.6234061231473886,compromised,True
event_000746,46,host_022,endpoint_alert,0.7625692475579178,compromised,True
event_000747,46,host_027,endpoint_alert,0.6118119884030515,compromised,True
event_000748,46,host_029,endpoint_alert,0.7245799747643078,compromised,True
event_000749,46,host_031,endpoint_alert,0.8359502610891949,compromised,True
event_000750,46,host_032,endpoint_alert,0.7103175175489147,compromised,True
event_000751,46,host_035,network_alert,0.7075322255272989,compromised,True
event_000752,46,host_039,network_alert,0.7931707818242485,compromised,True
event_000753,46,host_044,endpoint_alert,0.7393623775933846,compromised,True
event_000754,46,host_045,endpoint_alert,0.6835582162393234,compromised,True
event_000755,46,host_047,network_alert,0.6309481428715108,compromised,True
event_000756,46,host_048,auth_alert,0.8568457968899146,compromised,True
event_000757,46,host_049,network_alert,0.7231672015485393,compromised,True
event_000758,47,host_000,endpoint_alert,0.8356427989999893,compromised,True
event_000759,47,host_001,endpoint_alert,0.6774019526504683,compromised,True
event_000760,47,host_002,auth_alert,0.9796352066521102,compromised,True
event_000761,47,host_004,network_alert,0.6075923712073288,compromised,True
event_000762,47,host_011,network_alert,0.9227687896492068,compromised,True
event_000763,47,host_013,auth_alert,0.852059806161626,compromised,True
event_000764,47,host_014,endpoint_alert,0.9513552878236227,compromised,True
event_000765,47,host_015,endpoint_alert,0.7520252914387928,compromised,True
event_000766,47,host_017,auth_alert,0.9079107096603147,compromised,True
event_000767,47,host_019,endpoint_alert,0.8540278303232531,compromised,True
event_000768,47,host_022,network_alert,0.794296262296824,compromised,True
event_000769,47,host_025,endpoint_alert,0.7158663112082682,compromised,True
event_000770,47,host_027,endpoint_alert,0.7635908778416368,compromised,True
event_000771,47,host_028,network_alert,0.7314803295504454,compromised,True
event_000772,47,host_030,endpoint_alert,0.8039137355411918,compromised,True
event_000773,47,host_032,network_alert,0.8019427054253866,compromised,True
event_000774,47,host_034,auth_alert,0.7888944514865073,compromised,True
event_000775,47,host_035,endpoint_alert,0.8466586076911131,compromised,True
event_000776,47,host_036,auth_alert,0.6277556844094684,compromised,True
event_000777,47,host_038,endpoint_alert,0.6675694963373062,compromised,True
event_000778,47,host_041,network_alert,0.7122244789091585,compromised,True
event_000779,47,host_046,endpoint_alert,0.975849615316058,compromised,True
event_000780,47,host_048,endpoint_alert,0.7199039634430789,compromised,True
event_000781,47,host_049,endpoint_alert,0.7040623784568899,compromised,True
event_000782,48,host_000,auth_alert,0.7892276723358929,compromised,True
event_000783,48,host_001,endpoint_alert,0.6544700443992546,compromised,True
event_000784,48,host_003,endpoint_alert,0.378791930127595,suspicious,True
event_000785,48,host_004,endpoint_alert,0.6208141608083657,compromised,True
event_000786,48,host_006,endpoint_alert,0.6331891297272777,compromised,True
event_000787,48,host_007,endpoint_alert,0.6890057569602034,compromised,True
event_000788,48,host_008,auth_alert,0.6836498104885761,compromised,True
event_000789,48,host_013,auth_alert,0.7229579061547468,compromised,True
event_000790,48,host_014,auth_alert,0.6361887719095827,compromised,True
event_000791,48,host_015,endpoint_alert,0.6685344142211035,compromised,True
event_000792,48,host_017,network_alert,0.6915713208999845,compromised,True
event_000793,48,host_018,auth_alert,0.78821423422662,compromised,True
event_000794,48,host_019,auth_alert,0.832644883275966,compromised,True
event_000795,48,host_021,network_alert,0.6163412352812194,compromised,True
event_000796,48,host_022,endpoint_alert,0.6952313722731627,compromised,True
event_000797,48,host_024,network_alert,0.6842449163831928,compromised,True
event_000798,48,host_025,endpoint_alert,0.9429005696999939,compromised,True
event_000799,48,host_030,network_alert,0.794133316722725,compromised,True
event_000800,48,host_031,endpoint_alert,0.8075330074923661,compromised,True
event_000801,48,host_032,endpoint_alert,0.7190636562159024,compromised,True
event_000802,48,host_034,network_alert,0.7681080456823592,compromised,True
event_000803,48,host_036,network_alert,0.7826127585035889,compromised,True
event_000804,48,host_038,endpoint_alert,0.7393551857088277,compromised,True
event_000805,48,host_046,network_alert,0.7501438380184252,compromised,True
event_000806,49,host_000,endpoint_alert,0.6451353067763198,compromised,True
event_000807,49,host_002,endpoint_alert,0.9458340761694756,compromised,True
event_000808,49,host_003,auth_alert,0.5588475152294264,suspicious,True
event_000809,49,host_004,auth_alert,0.6110472133841428,compromised,True
event_000810,49,host_006,endpoint_alert,0.659371671109044,compromised,True
event_000811,49,host_007,endpoint_alert,0.7041969128714919,compromised,True
event_000812,49,host_010,network_alert,0.8049248732563613,compromised,True
event_000813,49,host_011,auth_alert,0.6676909746218598,compromised,True
event_000814,49,host_012,network_alert,0.9176500107484,compromised,True
event_000815,49,host_013,endpoint_alert,0.7228187700072575,compromised,True
event_000816,49,host_014,endpoint_alert,0.8609665042457538,compromised,True
event_000817,49,host_018,endpoint_alert,0.9448177709055958,compromised,True
event_000818,49,host_019,network_alert,0.8765920109485887,compromised,True
event_000819,49,host_021,endpoint_alert,0.9145414545468078,compromised,True
event_000820,49,host_025,endpoint_alert,0.9287697128193927,compromised,True
event_000821,49,host_027,network_alert,0.9033204999492599,compromised,True
event_000822,49,host_029,network_alert,0.657974929779849,compromised,True
event_000823,49,host_030,endpoint_alert,0.9034042325040511,compromised,True
event_000824,49,host_034,endpoint_alert,0.7935341190254322,compromised,True
event_000825,49,host_035,endpoint_alert,0.9252689040661675,compromised,True
event_000826,49,host_038,endpoint_alert,0.6127237562188982,compromised,True
event_000827,49,host_039,endpoint_alert,0.696979381847651,compromised,True
event_000828,49,host_040,endpoint_alert,0.4740351003395373,suspicious,True
event_000829,49,host_041,endpoint_alert,0.8043755516192465,compromised,True
event_000830,49,host_044,auth_alert,0.9449244433446006,compromised,True
event_000831,49,host_045,endpoint_alert,0.6788016925909649,compromised,True
event_000832,49,host_046,endpoint_alert,0.9268024692637895,compromised,True
event_000833,49,host_047,endpoint_alert,0.694574296696194,compromised,True
event_000834,49,host_048,endpoint_alert,0.8038648660321502,compromised,True
event_000835,49,host_049,network_alert,0.8685988860614907,compromised,True
event_000836,50,host_001,network_alert,0.8111122176677132,compromised,True
event_000837,50,host_002,network_alert,0.8485151359054244,compromised,True
event_000838,50,host_005,endpoint_alert,0.49372623547419275,suspicious,True
event_000839,50,host_008,auth_alert,0.6264521806834701,compromised,True
event_000840,50,host_010,network_alert,0.8098962609511644,compromised,True
event_000841,50,host_012,endpoint_alert,0.6446422806460068,compromised,True
event_000842,50,host_014,auth_alert,0.6779192274388096,compromised,True
event_000843,50,host_017,network_alert,0.885410840983491,compromised,True
event_000844,50,host_018,auth_alert,0.7705464258334427,compromised,True
event_000845,50,host_019,endpoint_alert,0.73554326386906,compromised,True
event_000846,50,host_021,endpoint_alert,0.6704991920601248,compromised,True
event_000847,50,host_026,auth_alert,0.43378515688208746,suspicious,True
event_000848,50,host_027,endpoint_alert,0.931645098206398,compromised,True
event_000849,50,host_028,auth_alert,0.8115305722612305,compromised,True
event_000850,50,host_029,network_alert,0.6124477475002041,compromised,True
event_000851,50,host_032,auth_alert,0.7460365304595038,compromised,True
event_000852,50,host_034,endpoint_alert,0.8975448774736002,compromised,True
event_000853,50,host_036,endpoint_alert,0.8728422256933561,compromised,True
event_000854,50,host_039,auth_alert,0.9040759783538712,compromised,True
