timestamp,host,event_type,severity,observed_state
2020-08-07T14:32:49.082Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.082Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.083Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.083Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.083Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.084Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.084Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.085Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.086Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.086Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.087Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.087Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.088Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.088Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.089Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.089Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.090Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.092Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.092Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.092Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.092Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.093Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.093Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.101Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.101Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.102Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.102Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.103Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.104Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.104Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.104Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.105Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.106Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.107Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.107Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.107Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.108Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.108Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.109Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.110Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.110Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.111Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.111Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.112Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.113Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.113Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.113Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.114Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.115Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.115Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.115Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.116Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.116Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.117Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.124Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.125Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.126Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.126Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.126Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.128Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.128Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.129Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.129Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.130Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.130Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.131Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.131Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.131Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.132Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.133Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.133Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.134Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.134Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.135Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.136Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.136Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.136Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.137Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.138Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.138Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.139Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.139Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.140Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.140Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.141Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.150Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.151Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.151Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.151Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.152Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.152Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.152Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.154Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.155Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.155Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.155Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.155Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.156Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.157Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.157Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.158Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.159Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.160Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.160Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.160Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.160Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.161Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.162Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.163Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.164Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.164Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.164Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.165Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.165Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.166Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.167Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.173Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.174Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.174Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.175Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.175Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.176Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.176Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.177Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.178Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.178Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.179Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.180Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.180Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.181Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.182Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.182Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.182Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.183Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.183Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.183Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.185Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.185Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.186Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.186Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.187Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.188Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.188Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.188Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.189Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.189Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.190Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.198Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.198Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.199Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.199Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.200Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.200Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.201Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.202Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.202Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.203Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.203Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.203Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.204Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.205Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.205Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.206Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.207Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.207Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.208Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.208Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.209Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.209Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.210Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.211Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.211Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.212Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.212Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.213Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.213Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.214Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.214Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.220Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.221Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.221Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.222Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.222Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.223Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.223Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.224Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.224Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.225Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.225Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.226Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.227Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.227Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.228Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.228Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.229Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.229Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.230Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.230Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.231Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.231Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.232Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.232Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.233Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.233Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.234Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.234Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.235Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.235Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.236Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:49.237Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:49.238Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.356Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.356Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.357Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.360Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.360Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.360Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.361Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.361Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.362Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.363Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.364Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.364Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.365Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.365Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.367Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.367Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.368Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.368Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.369Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.369Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.370Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.371Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.372Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.372Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.373Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.373Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.375Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.375Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.375Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.377Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.377Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.384Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.384Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.386Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.386Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.388Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.388Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.389Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.389Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.389Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.390Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.390Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.391Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.392Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.393Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.394Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.394Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.395Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.395Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.397Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.397Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.398Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.398Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.398Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.399Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.399Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.400Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.400Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.402Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.403Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.404Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.404Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.412Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.413Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.414Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.414Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.415Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.415Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.415Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.417Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.417Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.418Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.418Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.419Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.421Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.421Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.421Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.422Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.422Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.423Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.423Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:51.425Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:51.425Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
